currency,asset,strategy,profit[%],market change[%],wins[%],best win,worst loss,avg HODL[min],candleSize,historySize,trades,dataset from,to,strategy settings,note
USDT,BTC,MACD 15|27|20,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 27 short = 20 signal = 15 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|31|12,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 31 short = 12 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|23|19,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 23 short = 19 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|29|10,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 29 short = 10 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 10|31|14,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 31 short = 14 signal = 10 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 15|29|16,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 29 short = 16 signal = 15 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 10|25|10,0.74,3.80,0.00,-1.57,-1.57,550,10,73,3,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 25 short = 10 signal = 10 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 12|31|14,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 31 short = 14 signal = 12 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 15|22|13,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 22 short = 13 signal = 15 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 10|24|13,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 24 short = 13 signal = 10 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|27|15,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 27 short = 15 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 12|21|11,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 21 short = 11 signal = 12 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|25|20,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 25 short = 20 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 10|28|15,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 28 short = 15 signal = 10 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|30|20,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 30 short = 20 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|24|18,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 24 short = 18 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 14|25|17,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 25 short = 17 signal = 14 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|22|19,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 22 short = 19 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 14|24|17,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 24 short = 17 signal = 14 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|21|16,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 21 short = 16 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 10|26|14,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 26 short = 14 signal = 10 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 15|24|11,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 24 short = 11 signal = 15 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 12|21|18,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 21 short = 18 signal = 12 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|31|15,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 31 short = 15 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 10|27|15,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 27 short = 15 signal = 10 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 15|30|15,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 30 short = 15 signal = 15 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|24|15,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 24 short = 15 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|31|17,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 31 short = 17 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|28|15,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 28 short = 15 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 10|27|20,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 27 short = 20 signal = 10 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|31|20,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 31 short = 20 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 14|28|20,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 28 short = 20 signal = 14 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 15|24|16,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 24 short = 16 signal = 15 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|27|14,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 27 short = 14 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 15|27|11,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 27 short = 11 signal = 15 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 15|21|17,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 21 short = 17 signal = 15 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 12|29|20,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 29 short = 20 signal = 12 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|28|12,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 28 short = 12 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 15|26|10,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 26 short = 10 signal = 15 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|24|17,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 24 short = 17 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|22|11,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 22 short = 11 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 12|27|17,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 27 short = 17 signal = 12 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|26|17,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 26 short = 17 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 14|24|20,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 24 short = 20 signal = 14 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 14|25|11,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 25 short = 11 signal = 14 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|21|10,0.58,3.80,0.00,-2.21,-2.21,510,10,73,2,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 21 short = 10 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 14|25|14,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 25 short = 14 signal = 14 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|27|20,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 27 short = 20 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|26|14,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 26 short = 14 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 12|31|20,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 31 short = 20 signal = 12 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|22|14,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 22 short = 14 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 15|29|18,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 29 short = 18 signal = 15 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|21|18,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 21 short = 18 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 12|24|12,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 24 short = 12 signal = 12 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 14|31|10,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 31 short = 10 signal = 14 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|31|16,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 31 short = 16 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|25|18,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 25 short = 18 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|25|17,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 25 short = 17 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|22|12,1.20,3.80,0.00,-1.57,-1.57,550,10,73,3,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 22 short = 12 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|31|13,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 31 short = 13 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|29|12,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 29 short = 12 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 15|26|18,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 26 short = 18 signal = 15 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|27|12,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 27 short = 12 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|24|18,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 24 short = 18 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 12|29|10,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 29 short = 10 signal = 12 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|23|19,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 23 short = 19 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 10|22|10,0.63,3.80,0.00,-1.71,-1.71,530,10,73,3,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 22 short = 10 signal = 10 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|21|13,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 21 short = 13 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|29|19,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 29 short = 19 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|31|12,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 31 short = 12 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 12|28|17,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 28 short = 17 signal = 12 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 12|23|10,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 23 short = 10 signal = 12 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|26|13,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 26 short = 13 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 15|22|15,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 22 short = 15 signal = 15 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|30|13,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 30 short = 13 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|24|17,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 24 short = 17 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 14|27|11,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 27 short = 11 signal = 14 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 12|25|17,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 25 short = 17 signal = 12 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 15|21|20,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 21 short = 20 signal = 15 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 15|29|11,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 29 short = 11 signal = 15 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 15|23|14,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 23 short = 14 signal = 15 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|29|16,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 29 short = 16 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 15|25|12,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 25 short = 12 signal = 15 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|21|17,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 21 short = 17 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 10|26|12,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 26 short = 12 signal = 10 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|31|18,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 31 short = 18 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 15|25|18,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 25 short = 18 signal = 15 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 10|28|12,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 28 short = 12 signal = 10 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|31|17,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 31 short = 17 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|28|15,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 28 short = 15 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 10|28|19,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 28 short = 19 signal = 10 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 10|30|15,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 30 short = 15 signal = 10 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|26|20,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 26 short = 20 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|26|20,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 26 short = 20 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|30|15,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 30 short = 15 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|24|13,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 24 short = 13 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 10|25|19,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 25 short = 19 signal = 10 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|24|11,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 24 short = 11 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 14|29|19,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 29 short = 19 signal = 14 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 15|22|14,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 22 short = 14 signal = 15 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|30|19,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 30 short = 19 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 15|27|19,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 27 short = 19 signal = 15 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|25|17,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 25 short = 17 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 10|22|12,1.80,3.80,0.00,-1.20,-1.20,600,10,73,3,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 22 short = 12 signal = 10 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 14|31|11,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 31 short = 11 signal = 14 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|24|12,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 24 short = 12 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|23|19,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 23 short = 19 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 14|31|15,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 31 short = 15 signal = 14 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 14|24|15,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 24 short = 15 signal = 14 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 12|31|19,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 31 short = 19 signal = 12 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|27|16,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 27 short = 16 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|21|17,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 21 short = 17 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|21|12,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 21 short = 12 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 12|21|20,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 21 short = 20 signal = 12 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 10|21|19,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 21 short = 19 signal = 10 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|27|11,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 27 short = 11 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|25|12,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 25 short = 12 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 9|29|17,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 29 short = 17 signal = 9 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 14|28|12,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 28 short = 12 signal = 14 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|28|16,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 28 short = 16 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|31|10,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 31 short = 10 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|26|16,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 26 short = 16 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 12|27|14,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 27 short = 14 signal = 12 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 11|29|16,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 29 short = 16 signal = 11 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 10|26|13,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 26 short = 13 signal = 10 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 13|28|11,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 28 short = 11 signal = 13 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
USDT,BTC,MACD 12|27|10,3.75,3.80,,,,0,10,73,1,2018-04-02 00:00:00,2018-04-03 00:00:00,long = 27 short = 10 signal = 12 [thresholds] down = -0.025 persistence = 1 up = 0.025,first run
